producer_price_index_item,month_of_forecast,year_of_forecast,year_being_forecast,attribute,forecast_percent_change
Farm-level cattle,August,2020,2020,Lower bound of prediction interval,-11.1
Farm-level cattle,July,2020,2020,Upper bound of prediction interval,2.2
Farm-level cattle,July,2020,2020,Mid point of prediction interval,-4.1
Farm-level cattle,July,2020,2020,Lower bound of prediction interval,-9.5
Farm-level cattle,June,2020,2020,Upper bound of prediction interval,7.1
Farm-level cattle,June,2020,2020,Mid point of prediction interval,-1.3
Farm-level cattle,June,2020,2020,Lower bound of prediction interval,-8.4
Farm-level cattle,May,2020,2020,Upper bound of prediction interval,4.7
Farm-level cattle,May,2020,2020,Mid point of prediction interval,-4.8
Farm-level cattle,May,2020,2020,Lower bound of prediction interval,-12.8
Farm-level cattle,April,2020,2020,Upper bound of prediction interval,9.1
Farm-level cattle,April,2020,2020,Lower bound of prediction interval,-12.2
Wholesale beef,June,2020,2020,Lower bound of forecast range,7.5
Wholesale poultry,August,2020,2020,Upper bound of forecast range,3.6
Wholesale beef,July,2020,2020,Lower bound of forecast range,7.5
Farm-level vegetables,July,2020,2020,Lower bound of forecast range,-6.0
Farm-level vegetables,June,2020,2020,Upper bound of forecast range,-3.0
Farm-level vegetables,June,2020,2020,Lower bound of forecast range,-6.0
Farm-level vegetables,May,2020,2020,Upper bound of forecast range,-3.0
Farm-level vegetables,May,2020,2020,Lower bound of forecast range,-6.0
Farm-level vegetables,April,2020,2020,Upper bound of forecast range,-3.0
Farm-level vegetables,April,2020,2020,Lower bound of forecast range,-6.0
Farm-level vegetables,March,2020,2020,Upper bound of forecast range,1.0
Farm-level vegetables,March,2020,2020,Lower bound of forecast range,-2.0
Farm-level vegetables,February,2020,2020,Upper bound of forecast range,1.0
Farm-level vegetables,February,2020,2020,Lower bound of forecast range,-2.0
Farm-level vegetables,January,2020,2020,Upper bound of forecast range,-1.0
Farm-level vegetables,January,2020,2020,Lower bound of forecast range,-4.0
Farm-level fruits,December,2020,2020,Upper bound of forecast range,3.5
Farm-level fruits,December,2020,2020,Lower bound of forecast range,0.5
Farm-level vegetables,July,2020,2020,Upper bound of forecast range,-3.0
Farm-level vegetables,August,2020,2020,Lower bound of forecast range,-6.0
Farm-level vegetables,August,2020,2020,Upper bound of forecast range,-3.0
Farm-level vegetables,September,2020,2020,Lower bound of forecast range,-6.0
Farm-level wheat,May,2020,2020,Lower bound of forecast range,4.0
Farm-level wheat,April,2020,2020,Upper bound of forecast range,7.0
Farm-level wheat,April,2020,2020,Lower bound of forecast range,4.0
Farm-level wheat,March,2020,2020,Upper bound of forecast range,7.0
Farm-level wheat,March,2020,2020,Lower bound of forecast range,4.0
Farm-level wheat,February,2020,2020,Upper bound of forecast range,7.0
Farm-level wheat,February,2020,2020,Lower bound of forecast range,4.0
Farm-level fruits,November,2020,2020,Upper bound of forecast range,3.5
Farm-level wheat,January,2020,2020,Upper bound of forecast range,1.5
Farm-level vegetables,December,2020,2020,Upper bound of forecast range,4.0
Farm-level vegetables,December,2020,2020,Lower bound of forecast range,1.0
Farm-level vegetables,November,2020,2020,Upper bound of forecast range,1.5
Farm-level vegetables,November,2020,2020,Lower bound of forecast range,-1.5
Farm-level vegetables,October,2020,2020,Upper bound of forecast range,-3.0
Farm-level vegetables,October,2020,2020,Lower bound of forecast range,-6.0
Farm-level vegetables,September,2020,2020,Upper bound of forecast range,-3.0
Farm-level wheat,January,2020,2020,Lower bound of forecast range,-1.5
Farm-level fruits,November,2020,2020,Lower bound of forecast range,0.5
Farm-level fruits,October,2020,2020,Upper bound of forecast range,1.5
Farm-level fruits,October,2020,2020,Lower bound of forecast range,-1.5
Wholesale fats and oils,November,2020,2020,Upper bound of forecast range,1.5
Wholesale fats and oils,November,2020,2020,Lower bound of forecast range,-1.5
Wholesale fats and oils,October,2020,2020,Upper bound of forecast range,1.5
Wholesale fats and oils,October,2020,2020,Lower bound of forecast range,-1.5
Wholesale fats and oils,September,2020,2020,Upper bound of forecast range,1.5
Wholesale fats and oils,September,2020,2020,Lower bound of forecast range,-1.5
Wholesale fats and oils,August,2020,2020,Upper bound of forecast range,1.5
Wholesale fats and oils,December,2020,2020,Lower bound of forecast range,0.0
Wholesale fats and oils,August,2020,2020,Lower bound of forecast range,-1.5
Wholesale fats and oils,July,2020,2020,Lower bound of forecast range,-1.5
Wholesale fats and oils,June,2020,2020,Upper bound of forecast range,1.5
Wholesale fats and oils,June,2020,2020,Lower bound of forecast range,-1.5
Wholesale fats and oils,May,2020,2020,Upper bound of forecast range,1.5
Wholesale fats and oils,May,2020,2020,Lower bound of forecast range,-1.5
Wholesale fats and oils,April,2020,2020,Upper bound of forecast range,1.5
Wholesale fats and oils,April,2020,2020,Lower bound of forecast range,-1.5
Wholesale fats and oils,July,2020,2020,Upper bound of forecast range,1.5
Farm-level wheat,May,2020,2020,Upper bound of forecast range,7.0
Wholesale fats and oils,December,2020,2020,Upper bound of forecast range,3.0
Farm-level fruits,January,2020,2020,Upper bound of forecast range,0.0
Farm-level fruits,September,2020,2020,Upper bound of forecast range,-0.5
Farm-level fruits,September,2020,2020,Lower bound of forecast range,-3.5
Farm-level fruits,August,2020,2020,Upper bound of forecast range,-0.5
Farm-level fruits,August,2020,2020,Lower bound of forecast range,-3.5
Farm-level fruits,July,2020,2020,Upper bound of forecast range,-2.0
Farm-level fruits,July,2020,2020,Lower bound of forecast range,-5.0
Farm-level fruits,June,2020,2020,Upper bound of forecast range,-2.0
Farm-level fruits,January,2020,2020,Lower bound of forecast range,-3.0
Farm-level fruits,June,2020,2020,Lower bound of forecast range,-5.0
Farm-level fruits,May,2020,2020,Lower bound of forecast range,-5.0
Farm-level fruits,April,2020,2020,Upper bound of forecast range,-2.0
Farm-level fruits,April,2020,2020,Lower bound of forecast range,-5.0
Farm-level fruits,March,2020,2020,Upper bound of forecast range,0.0
Farm-level fruits,March,2020,2020,Lower bound of forecast range,-3.0
Farm-level fruits,February,2020,2020,Upper bound of forecast range,0.0
Farm-level fruits,February,2020,2020,Lower bound of forecast range,-3.0
Farm-level fruits,May,2020,2020,Upper bound of forecast range,-2.0
Farm-level wheat,June,2020,2020,Lower bound of forecast range,4.0
Farm-level wheat,June,2020,2020,Upper bound of forecast range,7.0
Farm-level wheat,July,2020,2020,Lower bound of forecast range,4.0
Wholesale beef,November,2020,2021,Lower bound of forecast range,-7.5
Wholesale beef,October,2020,2021,Upper bound of forecast range,-4.5
Wholesale beef,October,2020,2021,Lower bound of forecast range,-7.5
Wholesale beef,September,2020,2021,Upper bound of forecast range,-4.5
Wholesale beef,September,2020,2021,Lower bound of forecast range,-7.5
Wholesale beef,August,2020,2021,Upper bound of forecast range,-4.5
Wholesale beef,August,2020,2021,Lower bound of forecast range,-7.5
Wholesale beef,November,2020,2021,Upper bound of forecast range,-4.5
Wholesale beef,July,2020,2021,Upper bound of forecast range,-4.5
Farm-level cattle,December,2020,2021,Upper bound of forecast range,3.0
Farm-level cattle,December,2020,2021,Lower bound of forecast range,1.0
Farm-level cattle,November,2020,2021,Upper bound of forecast range,3.0
Farm-level cattle,November,2020,2021,Lower bound of forecast range,1.0
Farm-level cattle,October,2020,2021,Upper bound of forecast range,3.0
Farm-level cattle,October,2020,2021,Lower bound of forecast range,1.0
Farm-level cattle,September,2020,2021,Upper bound of forecast range,3.0
Wholesale beef,July,2020,2021,Lower bound of forecast range,-7.5
Farm-level cattle,September,2020,2021,Lower bound of forecast range,1.0
Wholesale beef,December,2020,2021,Lower bound of forecast range,-7.5
Wholesale pork,July,2020,2021,Lower bound of forecast range,-1.0
Wholesale poultry,September,2020,2021,Lower bound of forecast range,-1.0
Wholesale poultry,August,2020,2021,Upper bound of forecast range,2.0
Wholesale poultry,August,2020,2021,Lower bound of forecast range,-1.0
Wholesale poultry,July,2020,2021,Upper bound of forecast range,2.0
Wholesale poultry,July,2020,2021,Lower bound of forecast range,-1.0
Wholesale pork,December,2020,2021,Upper bound of forecast range,2.0
Wholesale pork,December,2020,2021,Lower bound of forecast range,-1.0
Wholesale beef,December,2020,2021,Upper bound of forecast range,-4.5
Wholesale pork,November,2020,2021,Upper bound of forecast range,2.0
Wholesale pork,October,2020,2021,Upper bound of forecast range,2.0
Wholesale pork,October,2020,2021,Lower bound of forecast range,-1.0
Wholesale pork,September,2020,2021,Upper bound of forecast range,2.0
Wholesale pork,September,2020,2021,Lower bound of forecast range,-1.0
Wholesale pork,August,2020,2021,Upper bound of forecast range,2.0
Wholesale pork,August,2020,2021,Lower bound of forecast range,-1.0
Wholesale pork,July,2020,2021,Upper bound of forecast range,2.0
Wholesale pork,November,2020,2021,Lower bound of forecast range,-1.0
Wholesale fats and oils,March,2020,2020,Upper bound of forecast range,1.5
Farm-level cattle,August,2020,2021,Upper bound of forecast range,3.0
Farm-level cattle,July,2020,2021,Upper bound of forecast range,3.0
Wholesale wheat flour,March,2020,2020,Lower bound of forecast range,-1.5
Wholesale wheat flour,February,2020,2020,Upper bound of forecast range,1.5
Wholesale wheat flour,February,2020,2020,Lower bound of forecast range,-1.5
Wholesale wheat flour,January,2020,2020,Upper bound of forecast range,1.5
Wholesale wheat flour,January,2020,2020,Lower bound of forecast range,-1.5
Farm-level wheat,December,2020,2020,Upper bound of forecast range,8.0
Farm-level wheat,December,2020,2020,Lower bound of forecast range,5.0
Wholesale wheat flour,March,2020,2020,Upper bound of forecast range,1.5
Farm-level wheat,November,2020,2020,Upper bound of forecast range,7.0
Farm-level wheat,October,2020,2020,Upper bound of forecast range,7.0
Farm-level wheat,October,2020,2020,Lower bound of forecast range,4.0
Farm-level wheat,September,2020,2020,Upper bound of forecast range,7.0
Farm-level wheat,September,2020,2020,Lower bound of forecast range,4.0
Farm-level wheat,August,2020,2020,Upper bound of forecast range,7.0
Farm-level wheat,August,2020,2020,Lower bound of forecast range,4.0
Farm-level wheat,July,2020,2020,Upper bound of forecast range,7.0
Farm-level wheat,November,2020,2020,Lower bound of forecast range,4.0
Farm-level cattle,August,2020,2021,Lower bound of forecast range,1.0
Wholesale wheat flour,April,2020,2020,Lower bound of forecast range,-1.5
Wholesale wheat flour,May,2020,2020,Lower bound of forecast range,-1.5
Farm-level cattle,July,2020,2021,Lower bound of forecast range,1.0
Wholesale wheat flour,December,2020,2020,Upper bound of forecast range,1.5
Wholesale wheat flour,December,2020,2020,Lower bound of forecast range,-1.5
Wholesale wheat flour,November,2020,2020,Upper bound of forecast range,1.5
Wholesale wheat flour,November,2020,2020,Lower bound of forecast range,-1.5
Wholesale wheat flour,October,2020,2020,Upper bound of forecast range,1.5
Wholesale wheat flour,October,2020,2020,Lower bound of forecast range,-1.5
Wholesale wheat flour,April,2020,2020,Upper bound of forecast range,1.5
Wholesale wheat flour,September,2020,2020,Upper bound of forecast range,1.5
Wholesale wheat flour,August,2020,2020,Upper bound of forecast range,1.5
Wholesale wheat flour,August,2020,2020,Lower bound of forecast range,-1.5
Wholesale wheat flour,July,2020,2020,Upper bound of forecast range,1.5
Wholesale wheat flour,July,2020,2020,Lower bound of forecast range,-1.5
Wholesale wheat flour,June,2020,2020,Upper bound of forecast range,1.5
Wholesale wheat flour,June,2020,2020,Lower bound of forecast range,-1.5
Wholesale wheat flour,May,2020,2020,Upper bound of forecast range,1.5
Wholesale wheat flour,September,2020,2020,Lower bound of forecast range,-1.5
Wholesale fats and oils,March,2020,2020,Lower bound of forecast range,-1.5
Wholesale fats and oils,February,2020,2020,Upper bound of forecast range,1.5
Wholesale fats and oils,February,2020,2020,Lower bound of forecast range,-1.5
Wholesale poultry,November,2020,2020,Upper bound of forecast range,2.0
Wholesale poultry,November,2020,2020,Lower bound of forecast range,-1.0
Wholesale poultry,October,2020,2020,Upper bound of forecast range,1.0
Wholesale poultry,October,2020,2020,Lower bound of forecast range,0.0
Wholesale poultry,September,2020,2020,Upper bound of forecast range,3.6
Wholesale poultry,September,2020,2020,Lower bound of forecast range,0.6
Wholesale beef,January,2020,2020,Upper bound of prediction interval,14.5
Wholesale poultry,December,2020,2020,Lower bound of forecast range,-1.0
Wholesale poultry,August,2020,2020,Lower bound of forecast range,0.6
Wholesale poultry,July,2020,2020,Lower bound of forecast range,0.6
Wholesale poultry,June,2020,2020,Upper bound of forecast range,3.6
Wholesale poultry,June,2020,2020,Lower bound of forecast range,0.6
Wholesale poultry,May,2020,2020,Upper bound of forecast range,1.0
Wholesale poultry,May,2020,2020,Lower bound of forecast range,-2.0
Wholesale poultry,April,2020,2020,Upper bound of forecast range,1.0
Wholesale poultry,April,2020,2020,Lower bound of forecast range,-2.0
Wholesale poultry,July,2020,2020,Upper bound of forecast range,3.6
Wholesale poultry,March,2020,2020,Upper bound of forecast range,1.0
Wholesale poultry,December,2020,2020,Upper bound of forecast range,2.0
Farm-level eggs,January,2020,2020,Upper bound of forecast range,2.0
Farm-level eggs,September,2020,2020,Upper bound of forecast range,13.0
Farm-level eggs,September,2020,2020,Lower bound of forecast range,10.0
Farm-level eggs,August,2020,2020,Upper bound of forecast range,21.0
Farm-level eggs,August,2020,2020,Lower bound of forecast range,18.0
Farm-level eggs,July,2020,2020,Upper bound of forecast range,38.0
Farm-level eggs,July,2020,2020,Lower bound of forecast range,35.0
Farm-level eggs,June,2020,2020,Upper bound of forecast range,28.0
Farm-level eggs,January,2020,2020,Lower bound of forecast range,-1.0
Farm-level eggs,June,2020,2020,Lower bound of forecast range,25.0
